user_id,name,email,goal,skills,competency_level,acquired_badges,learning_history,employment_history,education_level,engagement_metrics,recommendation_history
U00011,Elizabeth Rodriguez PhD,vmorales@example.org,Become a Machine Learning Researcher,['Machine Learning'],Advanced,['B04489'],Completed the 'Python Certification' course at Coursera,"Worked at Robinson, Taylor and Martin for 2 years",Bachelor's Degree,Low,"['B07658', 'B01816', 'B05785']"
U00012,Shane Keller,shenderson@example.com,Become a Data Scientist,"['DevOps', 'Cloud Computing']",Advanced,[],Completed the 'Machine Learning Pro' course at Coursera,Worked at Horn LLC for 2 years,Bachelor's Degree,Moderate,"['B03612', 'B07489']"
U00013,Rebecca Mcmillan,vmccoy@example.org,Become a Software Engineer,['Machine Learning'],Beginner,"['B07303', 'B08633', 'B06171', 'B07091']",Completed the 'Cloud Computing Guru' course at Udacity,"Worked at Herring, George and Gregory for 2 years",High School,Moderate,[]
U00014,Mary Richardson,jessehamilton@example.org,Become a Machine Learning Researcher,"['Deep Learning', 'Machine Learning', 'Data Analysis']",Beginner,"['B07551', 'B05648', 'B06068', 'B06826', 'B01068']",Completed the 'Machine Learning Pro' course at Coursera,Worked at Bennett-Randolph for 1 years,High School,Moderate,"['B00625', 'B01216', 'B08025', 'B01432']"
U00015,Elizabeth Salinas,bonnieayala@example.com,Become a Software Engineer,"['Machine Learning', 'Deep Learning', 'Python', 'SQL']",Advanced,"['B04976', 'B06349', 'B02305']",Completed the 'Machine Learning Pro' course at IBM,Worked at Edwards-Jenkins for 3 years,High School,Moderate,"['B06028', 'B02016', 'B03254']"
U00016,Michelle Coleman,schultzbrad@example.com,Become a Cloud Engineer,"['Machine Learning', 'Python', 'Cybersecurity']",Beginner,['B07872'],Completed the 'Cloud Computing Guru' course at edX,Worked at Frazier LLC for 4 years,High School,Moderate,"['B07029', 'B08960', 'B05620', 'B01338', 'B06661']"
U00017,Brendan Gibson,esmith@example.net,Become a Machine Learning Researcher,"['Cybersecurity', 'SQL']",Advanced,"['B03286', 'B03071', 'B04842', 'B08532']",Completed the 'UI/UX Designer' course at Udacity,Worked at Harrison PLC for 3 years,Bachelor's Degree,Low,"['B08998', 'B00489', 'B03616', 'B09871', 'B08466']"
U00018,Matthew Perez,nicole02@example.com,Become a Software Engineer,"['Cybersecurity', 'Deep Learning']",Advanced,"['B03038', 'B07415', 'B00094', 'B03133']",Completed the 'Data Science Expert' course at edX,"Worked at Hernandez, Stone and Hines for 3 years",Master's Degree,Highly Active,"['B00716', 'B01840', 'B02304', 'B09668', 'B02987']"
U00019,Audrey King,leejohn@example.net,Become a Software Engineer,"['Cloud Computing', 'Machine Learning', 'Cybersecurity']",Beginner,[],Completed the 'UI/UX Designer' course at edX,Worked at Olson-Watson for 4 years,PhD,Low,"['B06243', 'B06025', 'B01120', 'B02742', 'B01695']"
U00020,Joseph Meadows,jonesrobert@example.com,Become a Machine Learning Researcher,"['Cloud Computing', 'Python', 'Deep Learning', 'DevOps']",Advanced,['B06968'],Completed the 'Data Science Expert' course at IBM,"Worked at Reeves, Dalton and Smith for 5 years",PhD,Low,"['B04918', 'B06136', 'B03702', 'B01609', 'B01057']"
U00021,Sarah Chen,ncruz@example.com,Become a Data Scientist,['Cloud Computing'],Advanced,"['B04483', 'B01780', 'B06156']",Completed the 'Deep Learning Master' course at Coursera,Worked at Harris PLC for 3 years,Bachelor's Degree,Low,"['B05778', 'B01953', 'B02195', 'B02409', 'B07398']"
U00022,Rebecca Berry,heather90@example.org,Become an AI Expert,"['Deep Learning', 'DevOps']",Beginner,[],Completed the 'Python Certification' course at Google,Worked at Turner PLC for 2 years,High School,Highly Active,"['B06648', 'B03152', 'B04868', 'B08765', 'B07897']"
U00023,Henry Jackson,nicole95@example.com,Become a Data Scientist,['SQL'],Advanced,"['B03513', 'B03927', 'B06525']",Completed the 'UI/UX Designer' course at Coursera,"Worked at White, Anderson and Thompson for 2 years",High School,Low,['B08927']
U00024,Kayla Smith,ricky13@example.org,Become a Cloud Engineer,"['Machine Learning', 'Deep Learning']",Advanced,[],Completed the 'Big Data Analyst' course at edX,Worked at Fox Ltd for 4 years,High School,Moderate,"['B01681', 'B04969', 'B02495', 'B04852']"
U00025,Tracy Shaw,baileydawn@example.com,Become a Data Scientist,"['UI/UX', 'Cybersecurity']",Intermediate,"['B03790', 'B09498', 'B00148', 'B05062']",Completed the 'Deep Learning Master' course at Coursera,Worked at Frank Inc for 1 years,High School,Low,"['B02407', 'B00426', 'B09953', 'B03349', 'B04759']"
U00026,James Cobb,robertschultz@example.com,Become a Software Engineer,"['DevOps', 'Cybersecurity']",Beginner,[],Completed the 'Data Science Expert' course at Google,"Worked at Compton, Powell and Wilson for 4 years",Bachelor's Degree,Low,"['B00726', 'B01380', 'B09055', 'B08089', 'B03977']"
U00027,Nicholas Holt,pvelez@example.com,Become a Data Scientist,"['DevOps', 'Cybersecurity', 'Deep Learning', 'Python']",Intermediate,"['B02151', 'B04932', 'B09885', 'B00887', 'B06456']",Completed the 'UI/UX Designer' course at Udacity,"Worked at Lyons, Perry and Martinez for 4 years",Bachelor's Degree,Moderate,['B08453']
U00028,Jennifer Scott,tlopez@example.net,Become a Machine Learning Researcher,"['Cybersecurity', 'UI/UX', 'Data Analysis']",Intermediate,['B07430'],Completed the 'Big Data Analyst' course at Udacity,Worked at Dunn Inc for 4 years,PhD,Low,['B06210']
U00029,Brian Mitchell,michaelgriffith@example.com,Become a Machine Learning Researcher,"['Machine Learning', 'Cloud Computing', 'Cybersecurity']",Beginner,"['B00817', 'B01603', 'B03842']",Completed the 'DevOps Engineer' course at edX,"Worked at Aguilar, Cunningham and Clark for 4 years",Bachelor's Degree,Moderate,"['B00333', 'B01040', 'B09453', 'B06307', 'B01148']"
U00030,Alexander Peters,gjames@example.com,Become a Data Scientist,"['Cloud Computing', 'UI/UX']",Beginner,"['B03959', 'B00794']",Completed the 'Cybersecurity Professional' course at edX,Worked at Smith-Ruiz for 4 years,High School,Highly Active,"['B02744', 'B00191']"
U00031,Travis Ferguson,kimberly45@example.org,Become an AI Expert,['DevOps'],Advanced,[],Completed the 'AI Specialist' course at Google,Worked at Hanson Inc for 2 years,Bachelor's Degree,Low,['B06432']
U00032,Julie Beard,lisajackson@example.org,Become a Data Scientist,"['Machine Learning', 'Python', 'UI/UX']",Advanced,['B04147'],Completed the 'UI/UX Designer' course at Coursera,"Worked at Lee, Flores and Cook for 3 years",Bachelor's Degree,Low,"['B04630', 'B05927', 'B07487']"
U00033,Jimmy Franco,parkerkrystal@example.net,Become a Data Scientist,"['Python', 'Machine Learning']",Beginner,['B09589'],Completed the 'Cybersecurity Professional' course at Coursera,Worked at Turner LLC for 4 years,Bachelor's Degree,Low,"['B05263', 'B04329', 'B03172', 'B00967', 'B06466']"
U00034,Amanda Cruz,lejohn@example.org,Become a Cloud Engineer,"['Cybersecurity', 'DevOps']",Beginner,"['B08477', 'B05359', 'B01366']",Completed the 'Python Certification' course at IBM,"Worked at Reynolds, Wilson and Smith for 3 years",Bachelor's Degree,Low,"['B09263', 'B08774', 'B05399']"
U00035,Jason Hancock,laura52@example.net,Become a Machine Learning Researcher,"['Cloud Computing', 'DevOps', 'Deep Learning']",Intermediate,"['B07738', 'B05347', 'B03757', 'B05707']",Completed the 'DevOps Engineer' course at Google,Worked at Wilkins Ltd for 5 years,Bachelor's Degree,Highly Active,"['B03824', 'B04646', 'B08082']"
U00036,Wendy Sims,phillip48@example.net,Become a Cloud Engineer,['Cybersecurity'],Beginner,"['B05150', 'B07416', 'B07198', 'B04457']",Completed the 'Cloud Computing Guru' course at edX,"Worked at Barrett, Schwartz and Love for 1 years",High School,Moderate,[]
U00037,Joseph Bryan,veronicalee@example.net,Become a Machine Learning Researcher,"['Deep Learning', 'Cloud Computing']",Intermediate,['B03535'],Completed the 'DevOps Engineer' course at Google,Worked at Hall-Baxter for 4 years,PhD,Moderate,"['B06427', 'B01363', 'B07803']"
U00038,Derek Landry,jhernandez@example.org,Become a Cloud Engineer,"['Data Analysis', 'SQL']",Advanced,"['B00262', 'B02382', 'B07213']",Completed the 'Data Science Expert' course at Coursera,Worked at Clark Inc for 5 years,High School,Moderate,[]
U00039,Vicki Leblanc,brentbecker@example.org,Become a Data Scientist,"['UI/UX', 'Machine Learning']",Intermediate,['B01705'],Completed the 'Cybersecurity Professional' course at Coursera,Worked at Roman and Sons for 4 years,Master's Degree,Low,['B06475']
U00040,Tracey Sheppard,collinrodriguez@example.com,Become a Software Engineer,"['SQL', 'Cloud Computing', 'Python']",Intermediate,"['B05802', 'B05237', 'B01097', 'B01053', 'B07506']",Completed the 'Big Data Analyst' course at Udacity,Worked at Branch-Montgomery for 2 years,High School,Highly Active,"['B09296', 'B03646', 'B01863']"
U00041,Eric Martinez,donnathompson@example.com,Become a Machine Learning Researcher,"['Data Analysis', 'DevOps', 'Deep Learning']",Advanced,"['B07432', 'B09698']",Completed the 'Deep Learning Master' course at Udacity,"Worked at Ramirez, Schroeder and Allen for 1 years",PhD,Highly Active,"['B03326', 'B03360', 'B06842', 'B02368', 'B06850']"
U00042,Kevin Lewis,gtaylor@example.com,Become a Machine Learning Researcher,"['UI/UX', 'Cloud Computing', 'Python']",Intermediate,"['B07078', 'B09079', 'B01306']",Completed the 'Data Science Expert' course at edX,Worked at Murray and Sons for 5 years,Master's Degree,Moderate,"['B00629', 'B02541', 'B08774']"
U00043,Tiffany Hammond,anthony24@example.org,Become an AI Expert,"['Data Analysis', 'SQL']",Beginner,"['B01084', 'B04178', 'B08330', 'B02860']",Completed the 'Big Data Analyst' course at edX,Worked at Ware Inc for 3 years,Bachelor's Degree,Highly Active,"['B03016', 'B08879', 'B02116', 'B05850', 'B03353']"
U00044,Kristin Ortiz,wvaldez@example.org,Become a Cloud Engineer,"['Deep Learning', 'UI/UX', 'Python', 'SQL']",Intermediate,"['B01381', 'B02157', 'B03855', 'B00588']",Completed the 'Data Science Expert' course at IBM,Worked at Lane Ltd for 2 years,PhD,Low,[]
U00045,William Nelson,cathy53@example.net,Become a Data Scientist,['SQL'],Advanced,"['B00095', 'B06162', 'B08598']",Completed the 'UI/UX Designer' course at Udacity,Worked at Burnett Inc for 3 years,Master's Degree,Moderate,"['B09322', 'B01685', 'B01261', 'B09330']"
U00046,Jacqueline Marshall,reeddarius@example.net,Become a Data Scientist,"['DevOps', 'UI/UX']",Beginner,"['B00446', 'B06189', 'B02446', 'B05210', 'B00992']",Completed the 'AI Specialist' course at edX,Worked at Stein-Haynes for 5 years,Master's Degree,Low,"['B05625', 'B06936', 'B04949', 'B00605']"
U00047,Mrs. Samantha Klein,ppoole@example.com,Become a Machine Learning Researcher,"['Cloud Computing', 'DevOps', 'Python']",Advanced,"['B08289', 'B08926']",Completed the 'Cloud Computing Guru' course at edX,Worked at Chambers Ltd for 3 years,PhD,Low,['B07852']
U00048,Susan Lewis,abarrett@example.com,Become a Software Engineer,['Deep Learning'],Advanced,"['B02567', 'B08545', 'B07561', 'B03371']",Completed the 'Machine Learning Pro' course at edX,"Worked at Morris, Lewis and Galloway for 4 years",PhD,Highly Active,['B09482']
U00049,Natalie Lopez,bullocksandra@example.com,Become a Data Scientist,"['SQL', 'Machine Learning']",Beginner,"['B02235', 'B07685', 'B02205', 'B07674', 'B00920']",Completed the 'Python Certification' course at edX,"Worked at Nelson, Espinoza and Thomas for 5 years",Bachelor's Degree,Highly Active,"['B08714', 'B04582', 'B01655']"
U00050,Anthony Mayer,anthonyflynn@example.org,Become an AI Expert,"['Cybersecurity', 'Deep Learning', 'Machine Learning']",Beginner,"['B02092', 'B07046']",Completed the 'Cybersecurity Professional' course at IBM,Worked at Larson-Gallagher for 4 years,Bachelor's Degree,Low,"['B02609', 'B08897', 'B06309', 'B00193', 'B04820']"
U00051,Shane Adams,jean84@example.com,Become a Data Scientist,"['UI/UX', 'DevOps', 'SQL', 'Deep Learning']",Beginner,"['B07309', 'B09336']",Completed the 'Deep Learning Master' course at IBM,"Worked at Brooks, Williams and Pittman for 5 years",Bachelor's Degree,Low,"['B09839', 'B08679', 'B09925']"
U00052,Jason Mckinney,cgibbs@example.org,Become an AI Expert,"['Data Analysis', 'SQL', 'Cybersecurity']",Advanced,['B08408'],Completed the 'Big Data Analyst' course at IBM,Worked at Bradley Inc for 2 years,PhD,Highly Active,"['B02256', 'B05485']"
U00053,Katherine Morris,mosesemily@example.org,Become a Data Scientist,"['SQL', 'Machine Learning', 'Cloud Computing', 'Deep Learning']",Advanced,"['B03251', 'B01293', 'B05915']",Completed the 'Cloud Computing Guru' course at IBM,"Worked at Larsen, Reid and Freeman for 1 years",High School,Highly Active,[]
U00054,Nicholas Freeman,zbryant@example.com,Become a Data Scientist,['Deep Learning'],Advanced,"['B04104', 'B05419', 'B04199', 'B08526', 'B05972']",Completed the 'Big Data Analyst' course at Coursera,"Worked at Weeks, Allen and Mcdonald for 1 years",Master's Degree,Highly Active,[]
U00055,Jocelyn Bennett,jacksonjerry@example.com,Become a Software Engineer,"['Cybersecurity', 'Deep Learning']",Advanced,"['B08297', 'B09508', 'B02256']",Completed the 'Data Science Expert' course at Udacity,"Worked at Campbell, Fisher and Robbins for 1 years",Master's Degree,Moderate,"['B05341', 'B01146']"
U00056,Allison Thompson,jsherman@example.net,Become a Cloud Engineer,"['Python', 'Cloud Computing', 'DevOps', 'Deep Learning']",Beginner,"['B01382', 'B01549', 'B01765', 'B05308', 'B02231']",Completed the 'AI Specialist' course at IBM,Worked at Fernandez LLC for 4 years,Master's Degree,Highly Active,"['B01773', 'B01184', 'B00408']"
U00057,Christopher Jones,taylorvictoria@example.com,Become a Data Scientist,"['Deep Learning', 'SQL', 'DevOps', 'Machine Learning']",Beginner,['B07188'],Completed the 'Cybersecurity Professional' course at Udacity,"Worked at Huber, Stewart and Ryan for 2 years",Bachelor's Degree,Low,['B06318']
U00058,Kimberly Cisneros,drewjones@example.com,Become a Cloud Engineer,"['Machine Learning', 'UI/UX']",Beginner,[],Completed the 'Python Certification' course at IBM,"Worked at Cain, Butler and Castro for 2 years",PhD,Moderate,[]
U00059,Joseph Wilson,andersoncorey@example.net,Become a Data Scientist,"['Cloud Computing', 'UI/UX', 'Machine Learning', 'Deep Learning']",Beginner,"['B08042', 'B01439', 'B06627', 'B06347', 'B07595']",Completed the 'Big Data Analyst' course at Udacity,"Worked at Gaines, Rodriguez and Walker for 1 years",High School,Highly Active,"['B04477', 'B05182']"
U00060,Ms. Courtney Taylor,ahiggins@example.org,Become a Cloud Engineer,"['SQL', 'Data Analysis']",Beginner,"['B00771', 'B08761', 'B00879', 'B05146', 'B01797']",Completed the 'Cloud Computing Guru' course at Google,"Worked at Thompson, Cruz and Bush for 5 years",Master's Degree,Highly Active,"['B01601', 'B03039', 'B04591', 'B00888', 'B01054']"
U00061,Juan Li,floydjoseph@example.com,Become a Software Engineer,"['UI/UX', 'SQL', 'Data Analysis']",Advanced,"['B01608', 'B07513', 'B09679']",Completed the 'Big Data Analyst' course at Google,"Worked at Morris, Lee and Sanchez for 4 years",PhD,Highly Active,"['B09643', 'B09567', 'B04354', 'B08333']"
U00062,Yolanda Ellis,dustin52@example.net,Become an AI Expert,"['Data Analysis', 'DevOps']",Intermediate,"['B03772', 'B00073', 'B06810', 'B09774']",Completed the 'Machine Learning Pro' course at edX,"Worked at Hoffman, Herman and Barber for 1 years",Bachelor's Degree,Low,['B03029']
U00063,Christopher Johnson,lisasmith@example.net,Become a Data Scientist,"['UI/UX', 'SQL', 'Cybersecurity', 'Data Analysis']",Beginner,"['B02413', 'B08807', 'B03559', 'B03122', 'B06684']",Completed the 'AI Specialist' course at edX,Worked at Simmons-Sanchez for 1 years,PhD,Highly Active,['B09497']
U00064,Nicholas Bernard,billmartin@example.com,Become a Data Scientist,"['DevOps', 'UI/UX']",Advanced,"['B09418', 'B08680', 'B04218', 'B07543']",Completed the 'Deep Learning Master' course at Udacity,"Worked at Flores, Johnson and Graves for 2 years",Bachelor's Degree,Highly Active,"['B06930', 'B07997']"
U00065,Richard Chan,williamsnicholas@example.org,Become a Software Engineer,"['Deep Learning', 'DevOps']",Advanced,"['B01822', 'B02983', 'B07278']",Completed the 'Big Data Analyst' course at Udacity,Worked at Cole LLC for 5 years,Bachelor's Degree,Moderate,"['B08902', 'B09435', 'B03165']"
U00066,Julie Richardson,qwolfe@example.com,Become a Cloud Engineer,"['Cybersecurity', 'Data Analysis', 'Machine Learning']",Beginner,"['B07630', 'B06254', 'B09893', 'B00305']",Completed the 'Cloud Computing Guru' course at Google,Worked at Watts-Bell for 4 years,PhD,Moderate,[]
U00067,Michael Haynes,christopher33@example.org,Become a Machine Learning Researcher,"['DevOps', 'SQL', 'Deep Learning', 'Data Analysis']",Intermediate,"['B07103', 'B09504', 'B09535']",Completed the 'Cybersecurity Professional' course at Google,Worked at Saunders and Sons for 3 years,Master's Degree,Low,['B04860']
U00068,Thomas Lam,brownjonathan@example.com,Become a Data Scientist,"['UI/UX', 'Python']",Intermediate,[],Completed the 'Data Science Expert' course at edX,"Worked at Meyers, Phelps and Duran for 3 years",Bachelor's Degree,Highly Active,"['B04662', 'B01244']"
U00069,Erika Baker PhD,robertjohnson@example.net,Become an AI Expert,"['Machine Learning', 'Python']",Advanced,"['B02323', 'B03245', 'B09820', 'B01208']",Completed the 'Machine Learning Pro' course at edX,Worked at Smith Ltd for 5 years,High School,Low,"['B04836', 'B06053', 'B04108', 'B05113']"
U00070,Charles Alexander,alexis29@example.com,Become a Software Engineer,"['Cybersecurity', 'UI/UX', 'Cloud Computing', 'Data Analysis']",Advanced,"['B07578', 'B01999', 'B07764', 'B07819', 'B04010']",Completed the 'Cloud Computing Guru' course at edX,Worked at Rich Group for 4 years,Bachelor's Degree,Low,"['B05856', 'B01553', 'B02428', 'B05684', 'B05308']"
U00071,Karen Arnold,jmiller@example.org,Become a Software Engineer,"['SQL', 'Cybersecurity']",Advanced,"['B05882', 'B09118', 'B02429', 'B09043']",Completed the 'Data Science Expert' course at Udacity,"Worked at Smith, Brown and Hahn for 4 years",High School,Highly Active,['B05011']
U00072,Samantha Martinez,ismith@example.net,Become a Data Scientist,"['Python', 'SQL', 'UI/UX', 'Machine Learning']",Advanced,['B09463'],Completed the 'Deep Learning Master' course at Coursera,Worked at Garcia-Cummings for 5 years,High School,Low,"['B09238', 'B04533', 'B01531']"
U00073,George Heath,khanrobert@example.net,Become a Software Engineer,"['Deep Learning', 'Machine Learning', 'UI/UX', 'Cybersecurity']",Beginner,[],Completed the 'Cloud Computing Guru' course at Coursera,Worked at Williams Group for 5 years,PhD,Moderate,"['B01363', 'B00482', 'B09182', 'B06081', 'B07033']"
U00074,Martin West,andrewholloway@example.com,Become a Cloud Engineer,"['DevOps', 'Python']",Intermediate,"['B02080', 'B06482', 'B02671']",Completed the 'Data Science Expert' course at IBM,Worked at Collins Inc for 1 years,PhD,Moderate,"['B04255', 'B03079', 'B07658']"
U00075,Richard Hart,hayley21@example.org,Become a Machine Learning Researcher,"['Data Analysis', 'SQL', 'Cloud Computing', 'DevOps']",Beginner,"['B08348', 'B02726', 'B03209', 'B04132']",Completed the 'UI/UX Designer' course at Coursera,Worked at Martin Group for 4 years,PhD,Highly Active,"['B09637', 'B06103']"
U00076,Shelia Chase,kelleyjeffrey@example.com,Become a Data Scientist,"['DevOps', 'Python', 'Cybersecurity']",Advanced,"['B09704', 'B03460', 'B01264', 'B08978']",Completed the 'Big Data Analyst' course at Udacity,Worked at Torres-Solomon for 5 years,High School,Low,"['B07297', 'B05328', 'B05266', 'B07691', 'B07412']"
U00077,Erica Cox,hcompton@example.net,Become a Software Engineer,['Cloud Computing'],Intermediate,"['B09473', 'B02187', 'B06835', 'B04863']",Completed the 'Data Science Expert' course at Udacity,Worked at Moore-Snyder for 4 years,Master's Degree,Low,['B07840']
U00078,Ronald Garrison,tstephens@example.org,Become an AI Expert,['Data Analysis'],Intermediate,"['B00885', 'B03139', 'B03985', 'B07227']",Completed the 'UI/UX Designer' course at edX,Worked at Landry-Perez for 1 years,Bachelor's Degree,Highly Active,"['B07302', 'B06343', 'B03175']"
U00079,Patrick Ross,yateschelsea@example.net,Become an AI Expert,"['Deep Learning', 'Cloud Computing']",Intermediate,"['B07260', 'B04034', 'B07412', 'B07445', 'B07751']",Completed the 'Cloud Computing Guru' course at Udacity,Worked at Ho PLC for 1 years,Master's Degree,Low,"['B03127', 'B06573', 'B02400', 'B05296']"
U00080,Johnny Brown,obuchanan@example.net,Become an AI Expert,"['Cloud Computing', 'Data Analysis', 'Deep Learning', 'UI/UX']",Beginner,"['B07670', 'B03515', 'B08708', 'B07561']",Completed the 'Python Certification' course at Udacity,"Worked at Ali, Arnold and Ross for 2 years",Master's Degree,Moderate,"['B02122', 'B02263', 'B07253', 'B06087']"
U00081,Thomas Hill,smithnicole@example.com,Become a Data Scientist,"['Cybersecurity', 'Cloud Computing', 'Machine Learning']",Intermediate,['B04470'],Completed the 'Big Data Analyst' course at Coursera,Worked at Richardson LLC for 5 years,High School,Moderate,[]
U00082,Ronald Brown,kaitlyn42@example.com,Become a Machine Learning Researcher,"['Cloud Computing', 'Deep Learning']",Beginner,['B02132'],Completed the 'UI/UX Designer' course at IBM,Worked at Thomas Ltd for 2 years,High School,Moderate,"['B05090', 'B00953', 'B09393', 'B09539']"
U00083,Evan Smith,jbradley@example.org,Become a Data Scientist,['Python'],Advanced,"['B07046', 'B02601', 'B00909']",Completed the 'DevOps Engineer' course at Google,Worked at Smith and Sons for 1 years,High School,Highly Active,"['B05908', 'B07961', 'B01772']"
U00084,Sharon Guzman,gina98@example.com,Become an AI Expert,"['UI/UX', 'Python', 'Machine Learning']",Beginner,"['B08011', 'B04479', 'B09113', 'B03632', 'B00092']",Completed the 'Cloud Computing Guru' course at IBM,Worked at Henson-Rivera for 1 years,Master's Degree,Highly Active,[]
U00085,Molly Phillips,shannonallen@example.net,Become a Machine Learning Researcher,"['Data Analysis', 'Deep Learning', 'Cloud Computing', 'Cybersecurity']",Intermediate,['B06967'],Completed the 'UI/UX Designer' course at Google,Worked at Conway-Sherman for 1 years,High School,Highly Active,"['B08251', 'B08953', 'B04762', 'B06468']"
U00086,Jonathan Reed,joseph69@example.org,Become a Data Scientist,"['Python', 'SQL', 'Cloud Computing', 'Data Analysis']",Beginner,"['B04116', 'B05866', 'B05243']",Completed the 'UI/UX Designer' course at Coursera,Worked at Moore LLC for 5 years,Bachelor's Degree,Moderate,"['B09225', 'B07147', 'B03467', 'B07428']"
U00087,Kelly Gallegos,antonio17@example.net,Become a Data Scientist,"['SQL', 'Cloud Computing']",Advanced,"['B03595', 'B09457', 'B04201', 'B02815', 'B04744']",Completed the 'Cloud Computing Guru' course at Udacity,"Worked at Smith, Ramos and Hill for 5 years",High School,Highly Active,"['B00766', 'B08668', 'B00972']"
U00088,Michael Brown,uhamilton@example.org,Become a Software Engineer,"['SQL', 'Cloud Computing']",Beginner,['B08301'],Completed the 'Cybersecurity Professional' course at Coursera,Worked at Barrett and Sons for 1 years,Bachelor's Degree,Moderate,[]
U00089,Ronald Hansen Jr.,william81@example.net,Become a Data Scientist,['Data Analysis'],Beginner,[],Completed the 'AI Specialist' course at Udacity,"Worked at Stevens, Jensen and Price for 1 years",Bachelor's Degree,Highly Active,"['B07328', 'B05417', 'B06666', 'B03910', 'B09089']"
U00090,Sara Wright,jjones@example.org,Become a Machine Learning Researcher,['Machine Learning'],Intermediate,"['B05834', 'B08375', 'B09826', 'B09766']",Completed the 'Machine Learning Pro' course at edX,"Worked at Chavez, Murillo and Ray for 4 years",PhD,Low,"['B08198', 'B00964', 'B01913', 'B08640']"
U00091,Kathleen Holder,hwilson@example.net,Become a Software Engineer,['Cybersecurity'],Intermediate,"['B09806', 'B03812']",Completed the 'Cloud Computing Guru' course at Coursera,Worked at Taylor Inc for 4 years,Master's Degree,Moderate,[]
U00092,Marc Thompson,pooleerin@example.net,Become a Data Scientist,"['UI/UX', 'Deep Learning']",Intermediate,[],Completed the 'Cloud Computing Guru' course at Coursera,Worked at Anderson Inc for 4 years,Master's Degree,Moderate,[]
U00093,Madison Mcfarland,larryray@example.org,Become an AI Expert,"['Data Analysis', 'Cloud Computing', 'Python', 'SQL']",Advanced,[],Completed the 'AI Specialist' course at Udacity,"Worked at Thomas, Garcia and Smith for 5 years",High School,Moderate,"['B05901', 'B09782', 'B00769']"
U00094,Chelsea Cannon,ahaynes@example.com,Become a Machine Learning Researcher,['SQL'],Beginner,[],Completed the 'Data Science Expert' course at edX,Worked at Johnson-Phillips for 3 years,High School,Highly Active,"['B06541', 'B03358', 'B09344', 'B02185', 'B07101']"
U00095,Jessica Marshall,donna61@example.org,Become a Data Scientist,"['Deep Learning', 'Data Analysis', 'SQL', 'Cybersecurity']",Beginner,['B09608'],Completed the 'DevOps Engineer' course at Coursera,Worked at Padilla-Thompson for 2 years,PhD,Low,"['B06396', 'B09079']"
